fowld001,1675.2599024137241,1727.94809560093,1709.216780342827,1648.3995972464143,1722.1923438745484,1743.9552656910173,1693.0841468819835,1663.5910080797166,1625.4667709449973,1726.0731746281003,1694.799904406217,1625.3871989496738,1629.817993828015
heywj001,1608.931659807064,1738.1481350379443,1718.8653889331874,1585.7741528462286,1775.335083763838,1604.2942699798944,1551.4366284102869,1557.224557637031,1604.3716705287843,1619.4278001401824,1592.7968937183757,1555.6164144582378,1559.6149748203472
zobrb001,1647.7140114743133,1730.3647316181302,1742.2313489385615,1742.749138165718,1789.9137499395567,1671.342238776219,1627.2945067062112,1559.5713162152183,1647.929100921078,1639.4371645676895,1560.6770952837526,1575.6946233932294,1527.5509518601182
rizza001,1651.605000802704,1705.081975880568,1680.515003177365,1663.263038504642,1770.3153810674767,1686.9487285079513,1625.5999678481865,1600.6693251332624,1676.3671348407718,1549.7080860856654,1504.9939267070008,1617.8037769792484,1527.1991124353842
bryak001,1649.5685935315548,1713.887279855107,1641.0330445970537,1649.386310211774,1757.915301120622,1656.0729627695605,1650.8781309764074,1605.7039191484866,1552.9488539521647,1656.149100740377,1654.4406312581352,1648.136934476456,1627.630397010713
escoy001,1590.1676204369576,1610.7840833313696,1612.281026209844,1607.6011774970498,1772.7557755405282,1573.1183847621467,1578.9319564821242,1540.374572291156,1603.917889281902,1636.8837784402901,1563.420776158221,1557.6893847915826,1540.6705132257146
navad002,1648.6421353118446,1745.5918541136473,1626.4294693007323,1612.901707959367,1777.9659758048072,1657.3273368053792,1575.798365248101,1580.2444792432198,1607.8439510959104,1641.3354618740575,1642.6580372538522,1593.5002970664143,1594.9392773873158
troum001,1639.4337418056577,1830.2425955103124,1665.4677892297134,1660.5534921822718,1786.066235974584,1695.5517575025804,1658.8915980171312,1684.7899007346732,1601.7934234803436,1683.4564771825794,1698.7047342588578,1640.0616626287654,1606.9695888854667
schwk001,1666.0771058369858,1705.0951348383305,1657.2094664601914,1642.0848792477755,1776.436281255112,1646.5723742736425,1617.9629096221188,1610.5824211226095,1600.336042233045,1642.78557356522,1634.1729385364504,1620.322137907408,1589.6836097543248
solej001,1682.079572937093,1649.1404075768219,1632.2748260681176,1662.2681520390422,1768.420445428117,1669.0880699232953,1686.1987848889194,1577.2758762936007,1645.4332741408589,1707.9441879392086,1663.6620712081915,1632.3686631506516,1653.4502433117393
montm001,1649.6364708356416,1693.752158845422,1672.155506591157,1671.0241215667158,1774.9480574168822,1686.2883548351874,1609.449260059115,1611.5785400460945,1620.9094012897938,1633.8390239738455,1635.956918416765,1602.2949897155117,1566.8685101716007
pujoa001,1623.9601201243581,1801.1008717188215,1669.6886497218916,1589.2412231499166,1653.1786638235815,1629.4424594670618,1557.9832727847097,1638.8433555800564,1567.1685076149386,1563.2621122038292,1525.3857858735525,1571.4198729145908,1547.2634731823034
calhk001,1616.2106169247104,1638.4486527138397,1591.820323493514,1615.4157847696226,1780.7895555433195,1628.507694047044,1650.2632984115749,1602.8270317629922,1609.770744954096,1665.4274558303139,1622.041667014246,1563.210747823264,1606.5695348693798
cronc002,1652.0282312028946,1717.3371240597794,1617.970201681613,1644.368438855313,1756.0599723132902,1606.6663673488538,1608.8966358314535,1583.9260113456207,1622.8467905094979,1604.8735641112028,1605.7924552053726,1626.6776644194126,1501.004727707847
simma001,1614.2029672087542,1603.9050255495376,1570.500264486569,1618.0935398125764,1781.7807098514363,1581.1918799560426,1537.2408165954691,1571.9355246261125,1597.4434919003518,1584.1609107540612,1553.9035193863697,1558.3795452313263,1509.700613514005
russa002,1669.639817353268,1693.3097966615767,1641.8661242796666,1672.1606613227875,1773.5688996076963,1678.2055682477744,1595.3893419627816,1600.7805028151836,1616.3570446187632,1636.4525935349698,1681.315110755496,1611.3551436743282,1658.6975938043336
perec003,1627.4119622555716,1657.5281839516845,1629.3255797668478,1573.0912221123683,1778.6771023883043,1627.5541019812256,1614.9871519855976,1610.670295251393,1545.872004771154,1613.9405580368773,1612.7782695659362,1570.0877767588831,1558.1133583374851
giavj001,1607.9451862643923,1618.6890362978047,1575.9380361591259,1638.022237918653,1777.12728596455,1573.2080166477099,1520.9186382325897,1549.337384752596,1589.5793027071984,1582.952623554186,1555.7501908533409,1534.9693355308375,1538.8866093516597
szczm001,1629.8306496881055,1716.8909859109579,1672.7490254823415,1668.3768818006508,1781.7434944752476,1613.8063397007686,1608.2020406919921,1604.0822374529375,1647.8371697276,1587.1931028606523,1637.7177009856666,1566.4449671936136,1534.0236823841167
gentc001,1627.917635266189,1685.8387606374993,1632.285920984314,1631.6466736227883,1773.8903454196018,1645.9950083896574,1641.6041239013034,1630.1402630681155,1611.7054449274376,1653.953594550309,1628.1553499680317,1560.1694651473144,1548.1628901429372
rossd001,1675.2624059407876,1733.9258995567197,1684.6949948314411,1661.8248940518852,1787.4914361161784,1667.678491971603,1684.1733093875293,1648.0413723421311,1639.5578930075142,1619.341871364951,1671.6725492161859,1602.967720753057,1591.297160030405
sotog001,1678.9865374386147,1711.5045294516724,1598.2336742035377,1661.5547704932724,1779.8932935222008,1605.9357889612693,1608.1089486852118,1605.6527039477385,1620.315636220696,1621.3368739527375,1623.1654586224479,1620.0246722718148,1599.1686048752188
deshd002,1671.2024910624746,1735.889535657574,1701.5506045195052,1671.5366356463521,1782.690181287516,1670.295253569051,1641.6952442818497,1593.8041983601156,1618.0940615942184,1637.2436194925237,1650.8220625229833,1547.2024431404488,1549.9299171568596
