fowld001,1662.6782396711355,1558.660191476657,1549.210935655743,1600.4238878249403,1522.079540759796,1650.2191144263609,1681.1651587947563,1700.3163928591646,1643.2617163191762,1759.020961995454,1790.3180380954914,1734.143578974795,1721.3574721591401
heywj001,1582.848591883537,1548.3408845773095,1511.7008078850902,1629.102635237072,1499.0261107373108,1713.876337245726,1754.5871731689326,1735.8464325233685,1571.1383404929254,1746.7324455530372,1808.1747942946995,1706.1281683018108,1785.8750108582803
zobrb001,1617.8621774746816,1542.268066812512,1467.945513089054,1509.1729577402887,1508.514332260349,1677.5294768645476,1627.9789617855565,1665.276633122466,1587.0957981071251,1798.592247679189,1822.8395346418556,1756.188885627285,1720.6004780812755
rizza001,1673.1065029014035,1628.4815136159666,1553.690720016423,1617.3644347865184,1572.658133784225,1702.2252274633913,1655.2382271692384,1658.169187737587,1634.0686865947114,1854.0107173224976,1804.4128002954028,1829.175448801821,1762.81218610673
bryak001,1666.3277163931505,1647.1390092189686,1723.773433726462,1649.9770507336766,1528.3151381086475,1726.3188097934362,1696.2115346417445,1730.6169169416225,1711.213791725452,1749.509782694516,1854.9795301322674,1744.3923041033024,1720.0983848587293
escoy001,1665.0437280237015,1641.5637016402802,1680.3645864255982,1641.3782058882932,1466.6344113967177,1738.8397206329507,1707.7242612778186,1695.8416663274784,1637.1985371933092,1813.8047667444912,1791.2763641815984,1762.6033434521844,1759.7356902952847
navad002,1647.0693516212673,1564.6673615590626,1594.8504771643682,1600.4009229297003,1493.303408137049,1663.0494475077571,1665.772719026286,1679.7983337293892,1644.4189344315018,1803.061765595176,1766.5135272456657,1777.2640137600579,1750.2300418889993
troum001,1630.2266332751028,1533.0936750757219,1523.8405066607963,1567.977815824502,1590.5050957762562,1669.2906883690866,1680.8271535000106,1646.8403577349493,1655.7012993707385,1776.0179179497518,1705.9635613115288,1815.4968471337284,1748.2153810039817
schwk001,1646.680739428782,1585.3906122472001,1591.9694939072358,1603.548439043871,1499.6662376465767,1688.1807848960073,1675.204485856408,1682.5683461218143,1648.1983655515262,1787.5396638396146,1781.6864655561285,1766.7724598287678,1748.659730027784
solej001,1661.007527663592,1666.476099666853,1688.7421429194956,1556.0244696110356,1507.55017049696,1658.2263578633224,1689.906439879503,1635.955373453135,1605.6012315995258,1764.737987726965,1806.2695902553305,1684.7845046241366,1718.4483456723697
montm001,1657.5702277396724,1667.8896161972789,1672.534739183599,1657.687014238291,1558.2699368081528,1656.0865711200595,1753.852672327637,1704.147444400324,1652.8995273529224,1804.7976073168822,1812.6162032044192,1774.8651542115313,1764.8655131876135
pujoa001,1657.4467706322655,1508.4324531628693,1610.798663897424,1611.6461594274044,1628.1421753053335,1780.0903799943612,1774.6738692190772,1687.8417511360358,1675.6994144812224,1815.4149392426275,1836.2746717741375,1812.404130344824,1813.2518204972155
calhk001,1729.943657230635,1690.4951673628402,1690.4808600743202,1655.439063517474,1533.0480703742962,1697.809092290074,1720.0330777126132,1700.8066914311119,1665.2378960284757,1818.2282604294141,1787.0505780392562,1823.8270835532358,1805.667549146419
cronc002,1683.79217510461,1617.5567537872132,1640.9272887531051,1600.8558039239774,1527.4078522487928,1713.143019027817,1763.8599657485245,1669.1428587078792,1644.8272804234898,1818.5750414427716,1829.4974851539405,1804.4029293231113,1772.0160023537512
simma001,1684.023937629386,1671.7765790060218,1656.846043513043,1517.6556551031365,1463.0238790510016,1726.0258843854217,1690.5461154284258,1650.1443644240967,1579.4839299681776,1817.068377832057,1814.3592816955722,1739.25205754511,1793.6589736573387
